Airline,Date,Value,Status,Country,Region,IATA,Revenue,EBITDA
Asiana Airlines,2008'Q3,3684.0,public,KR,Asia Pacific,OZ,-10.0,1.0
Cathay Pacific,2008'Q3,10807.0,public,HK,Asia Pacific,CX,17.0,2.0
Copa Holdings,2008'Q3,1225.0,public,PA,Latin America,CM,24.0,21.0
Gol Linhas Aereas,2008'Q3,2759.0,public,BR,Latin America,G3,12.0,0.0
LATAM Airlines,2008'Q3,4101.0,public,CL,Latin America,LA,19.0,18.0
Air China,2008'Q3,7606.0,public,CN,China,CA,13.0,12.0
China Eastern,2008'Q3,6027.0,public,CN,China,MU,8.0,-11.0
China Southern,2008'Q3,8064.0,public,CN,China,CZ,14.0,6.0
Hainan Airlines,2008'Q3,1894.0,public,CN,China,HU,9.0,12.0
SpiceJet,2008'Q3,377.0,public,IN,India,SG,100.0,-1.0
Kenya Airlines,2008'Q3,912.0,public,KE,Africa,KQ,-2.0,12.0
Comair,2008'Q3,336.0,public,ZA,Africa,MN,11.0,9.0
Emirates,2008'Q3,12187.0,private,AE,Middle East,EK,16.0,14.0
Aeroflot,2008'Q3,4431.0,"taken private 2023, war",RU,Russia,SU,23.0,13.0
Air Arabia,2008'Q3,479.0,public,AE,Middle East,G9,100.0,17.0
Jazeera Airways,2008'Q3,170.0,public,KW,Middle East,J9,47.0,16.0
American Airlines,2008'Q4,23766.0,public,US,North America,AA,4.0,2.0
Delta Air Lines,2008'Q4,22697.0,public,US,North America,DL,18.0,6.0
Southwest Airlines,2008'Q4,11023.0,public,US,North America,WN,12.0,10.0
United Airlines,2008'Q4,20194.0,public,US,North America,UA,0.0,-4.0
Alaska Air,2008'Q4,3663.0,public,US,North America,AS,4.0,1.0
JetBlue,2008'Q4,3392.0,public,US,North America,B6,19.0,10.0
Spirit Airlines,2008'Q4,787.0,public,US,North America,NK,3.0,-2.0
Allegiant,2008'Q4,504.0,public,US,North America,G4,40.0,16.0
Hawaiian,2008'Q4,1211.0,public,US,North America,HA,23.0,7.0
SkyWest,2008'Q4,3496.0,public,US,North America,OO,4.0,14.0
Northwest Airlines,2008'Q4,13572.0,merged with Delta 2008,US,North America,NW,8.0,-5.0
Air Canada,2008'Q4,9125.0,public,CA,North America,AC,-15.0,7.0
WestJet Airlines,2008'Q4,2082.0,public,CA,North America,WS,-3.0,17.0
Exchange Income Corporation,2008'Q4,129.0,public,CA,North America,,20.0,13.0
IAG,2008'Q4,16600.0,public,EU,Europe,IAG,-5.0,11.0
Air France-KLM,2008'Q4,36700.0,public,EU,Europe,AF/KL,11.0,10.0
Ryanair,2008'Q4,3915.0,public,EU,Europe,FR,-9.0,12.0
easyJet,2008'Q4,4253.0,public,EU,Europe,U2,16.0,6.0
Deutsche Lufthansa,2008'Q4,36600.0,public,EU,Europe,LH,11.0,13.0
Norwegian Air Shuttle,2008'Q4,889.0,public,EU,Europe,DY,14.0,-3.0
Finnair,2008'Q4,3178.0,public,EU,Europe,AY,-3.0,2.0
Singapore Airlines,2008'Q4,10528.0,public,SG,Asia Pacific,SQ,-9.0,16.0
Qantas Airways,2008'Q4,15586.0,public,AU,Asia Pacific,QF,23.0,23.0
Japan Airlines,2008'Q4,19889.0,public,JP,Asia Pacific,JL,-11.0,3.0
ANA Holdings,2008'Q4,14196.0,public,JP,Asia Pacific,NH,-4.0,9.0
Korean Air,2008'Q4,8324.0,public,KR,Asia Pacific,KE,-14.0,0.0
Asiana Airlines,2008'Q4,3530.0,public,KR,Asia Pacific,OZ,-15.0,-1.0
Cathay Pacific,2008'Q4,11169.0,public,HK,Asia Pacific,CX,15.0,-3.0
Copa Holdings,2008'Q4,1289.0,public,PA,Latin America,CM,24.0,21.0
Gol Linhas Aereas,2008'Q4,2744.0,public,BR,Latin America,G3,-2.0,0.0
LATAM Airlines,2008'Q4,4283.0,public,CL,Latin America,LA,20.0,20.0
Air China,2008'Q4,7807.0,public,CN,China,CA,11.0,9.0
China Eastern,2008'Q4,6069.0,public,CN,China,MU,3.0,-18.0
China Southern,2008'Q4,8246.0,public,CN,China,CZ,10.0,4.0
Hainan Airlines,2008'Q4,1927.0,public,CN,China,HU,7.0,9.0
SpiceJet,2008'Q4,491.0,public,IN,India,SG,100.0,3.0
Kenya Airlines,2008'Q4,894.0,public,KE,Africa,KQ,-7.0,11.0
Comair,2008'Q4,344.0,public,ZA,Africa,MN,11.0,8.0
Emirates,2008'Q4,12482.0,private,AE,Middle East,EK,10.0,15.0
Aeroflot,2008'Q4,4635.0,"taken private 2023, war",RU,Russia,SU,21.0,11.0
Air Arabia,2008'Q4,563.0,public,AE,Middle East,G9,100.0,16.0
Jazeera Airways,2008'Q4,183.0,public,KW,Middle East,J9,39.0,15.0
American Airlines,2009'Q1,22804.0,public,US,North America,AA,-1.0,2.0
Delta Air Lines,2009'Q1,24039.0,public,US,North America,DL,20.0,6.0
Southwest Airlines,2009'Q1,10855.0,public,US,North America,WN,7.0,9.0
United Airlines,2009'Q1,19229.0,public,US,North America,UA,-5.0,-2.0
Alaska Air,2009'Q1,3597.0,public,US,North America,AS,2.0,5.0
JetBlue,2009'Q1,3367.0,public,US,North America,B6,14.0,11.0
Spirit Airlines,2009'Q1,765.0,public,US,North America,NK,0.0,2.0
Allegiant,2009'Q1,517.0,public,US,North America,G4,33.0,19.0
Hawaiian,2009'Q1,1204.0,public,US,North America,HA,17.0,9.0
SkyWest,2009'Q1,3276.0,public,US,North America,OO,-4.0,14.0
Northwest Airlines,2009'Q1,10179.0,merged with Delta 2008,US,North America,NW,8.0,-5.0
Air Canada,2009'Q1,9192.0,public,CA,North America,AC,-11.0,6.0
WestJet Airlines,2009'Q1,2107.0,public,CA,North America,WS,-1.0,17.0
Exchange Income Corporation,2009'Q1,147.0,public,CA,North America,,29.0,13.0
IAG,2009'Q1,15575.0,public,EU,Europe,IAG,-10.0,10.0
Air France-KLM,2009'Q1,34850.0,public,EU,Europe,AF/KL,3.0,8.0
Ryanair,2009'Q1,3943.0,public,EU,Europe,FR,-6.0,14.0
easyJet,2009'Q1,4264.0,public,EU,Europe,U2,13.0,5.0
Deutsche Lufthansa,2009'Q1,35200.0,public,EU,Europe,LH,5.0,12.0
Norwegian Air Shuttle,2009'Q1,985.0,public,EU,Europe,DY,21.0,0.0
Finnair,2009'Q1,3051.0,public,EU,Europe,AY,-6.0,1.0
Singapore Airlines,2009'Q1,10161.0,public,SG,Asia Pacific,SQ,-10.0,16.0
Qantas Airways,2009'Q1,14642.0,public,AU,Asia Pacific,QF,11.0,20.0
Japan Airlines,2009'Q1,18583.0,public,JP,Asia Pacific,JL,-15.0,9.0
ANA Holdings,2009'Q1,13940.0,public,JP,Asia Pacific,NH,-5.0,8.0
Korean Air,2009'Q1,8317.0,public,KR,Asia Pacific,KE,-11.0,1.0
Asiana Airlines,2009'Q1,3525.0,public,KR,Asia Pacific,OZ,-11.0,-2.0
Cathay Pacific,2009'Q1,10570.0,public,HK,Asia Pacific,CX,6.0,2.0
Copa Holdings,2009'Q1,1280.0,public,PA,Latin America,CM,18.0,21.0
Gol Linhas Aereas,2009'Q1,2923.0,public,BR,Latin America,G3,5.0,3.0
LATAM Airlines,2009'Q1,4131.0,public,CL,Latin America,LA,12.0,20.0
Air China,2009'Q1,7836.0,public,CN,China,CA,9.0,13.0
China Eastern,2009'Q1,6164.0,public,CN,China,MU,4.0,-10.0
China Southern,2009'Q1,8265.0,public,CN,China,CZ,7.0,6.0
Hainan Airlines,2009'Q1,1996.0,public,CN,China,HU,9.0,11.0
SpiceJet,2009'Q1,368.0,public,IN,India,SG,100.0,3.0
Kenya Airlines,2009'Q1,919.0,public,KE,Africa,KQ,-3.0,11.0
Comair,2009'Q1,357.0,public,ZA,Africa,MN,12.0,8.0
Emirates,2009'Q1,12459.0,private,AE,Middle East,EK,8.0,17.0
Aeroflot,2009'Q1,4315.0,"taken private 2023, war",RU,Russia,SU,9.0,12.0
Air Arabia,2009'Q1,560.0,public,AE,Middle East,G9,100.0,16.0
Jazeera Airways,2009'Q1,179.0,public,KW,Middle East,J9,28.0,9.0
American Airlines,2009'Q2,21842.0,public,US,North America,AA,-6.0,2.0
Delta Air Lines,2009'Q2,25380.0,public,US,North America,DL,21.0,6.0
Southwest Airlines,2009'Q2,10687.0,public,US,North America,WN,3.0,9.0
United Airlines,2009'Q2,18265.0,public,US,North America,UA,-9.0,1.0
Alaska Air,2009'Q2,3531.0,public,US,North America,AS,-1.0,8.0
JetBlue,2009'Q2,3342.0,public,US,North America,B6,8.0,13.0
Spirit Airlines,2009'Q2,744.0,public,US,North America,NK,-4.0,6.0
Allegiant,2009'Q2,531.0,public,US,North America,G4,25.0,21.0
Hawaiian,2009'Q2,1197.0,public,US,North America,HA,10.0,10.0
SkyWest,2009'Q2,3055.0,public,US,North America,OO,-11.0,15.0
Northwest Airlines,2009'Q2,6786.0,merged with Delta 2008,US,North America,NW,8.0,-5.0
Air Canada,2009'Q2,9260.0,public,CA,North America,AC,-6.0,6.0
WestJet Airlines,2009'Q2,2132.0,public,CA,North America,WS,1.0,16.0
Exchange Income Corporation,2009'Q2,165.0,public,CA,North America,,38.0,14.0
IAG,2009'Q2,14550.0,public,EU,Europe,IAG,-15.0,8.0
Air France-KLM,2009'Q2,33000.0,public,EU,Europe,AF/KL,-4.0,6.0
Ryanair,2009'Q2,3971.0,public,EU,Europe,FR,-3.0,17.0
easyJet,2009'Q2,4275.0,public,EU,Europe,U2,9.0,5.0
Deutsche Lufthansa,2009'Q2,33800.0,public,EU,Europe,LH,-2.0,11.0
Norwegian Air Shuttle,2009'Q2,1081.0,public,EU,Europe,DY,28.0,3.0
Finnair,2009'Q2,2923.0,public,EU,Europe,AY,-9.0,0.0
Singapore Airlines,2009'Q2,9793.0,public,SG,Asia Pacific,SQ,-12.0,16.0
Qantas Airways,2009'Q2,13697.0,public,AU,Asia Pacific,QF,-1.0,17.0
Japan Airlines,2009'Q2,17278.0,public,JP,Asia Pacific,JL,-19.0,14.0
ANA Holdings,2009'Q2,13685.0,public,JP,Asia Pacific,NH,-6.0,7.0
Korean Air,2009'Q2,8310.0,public,KR,Asia Pacific,KE,-7.0,1.0
Asiana Airlines,2009'Q2,3521.0,public,KR,Asia Pacific,OZ,-8.0,-3.0
Cathay Pacific,2009'Q2,9972.0,public,HK,Asia Pacific,CX,-3.0,7.0
Copa Holdings,2009'Q2,1271.0,public,PA,Latin America,CM,11.0,21.0
Gol Linhas Aereas,2009'Q2,3103.0,public,BR,Latin America,G3,12.0,5.0
LATAM Airlines,2009'Q2,3978.0,public,CL,Latin America,LA,3.0,20.0
Air China,2009'Q2,7866.0,public,CN,China,CA,7.0,17.0
China Eastern,2009'Q2,6260.0,public,CN,China,MU,5.0,-1.0
China Southern,2009'Q2,8283.0,public,CN,China,CZ,5.0,9.0
Hainan Airlines,2009'Q2,2066.0,public,CN,China,HU,11.0,13.0
SpiceJet,2009'Q2,245.0,public,IN,India,SG,100.0,3.0
Kenya Airlines,2009'Q2,944.0,public,KE,Africa,KQ,2.0,11.0
Comair,2009'Q2,370.0,public,ZA,Africa,MN,13.0,8.0
Emirates,2009'Q2,12436.0,private,AE,Middle East,EK,5.0,19.0
Aeroflot,2009'Q2,3995.0,"taken private 2023, war",RU,Russia,SU,-3.0,12.0
Air Arabia,2009'Q2,556.0,public,AE,Middle East,G9,74.0,16.0
Jazeera Airways,2009'Q2,176.0,public,KW,Middle East,J9,16.0,2.0
American Airlines,2009'Q3,20879.0,public,US,North America,AA,-11.0,2.0
Delta Air Lines,2009'Q3,26722.0,public,US,North America,DL,22.0,6.0
Southwest Airlines,2009'Q3,10518.0,public,US,North America,WN,-2.0,9.0
United Airlines,2009'Q3,17300.0,public,US,North America,UA,-14.0,4.0
Alaska Air,2009'Q3,3466.0,public,US,North America,AS,-4.0,12.0
JetBlue,2009'Q3,3317.0,public,US,North America,B6,3.0,14.0
Spirit Airlines,2009'Q3,722.0,public,US,North America,NK,-8.0,10.0
Allegiant,2009'Q3,544.0,public,US,North America,G4,18.0,24.0
Hawaiian,2009'Q3,1190.0,public,US,North America,HA,4.0,12.0
SkyWest,2009'Q3,2834.0,public,US,North America,OO,-18.0,16.0
Northwest Airlines,2009'Q3,3393.0,merged with Delta 2008,US,North America,NW,8.0,-5.0
Air Canada,2009'Q3,9328.0,public,CA,North America,AC,-2.0,5.0
WestJet Airlines,2009'Q3,2156.0,public,CA,North America,WS,3.0,16.0
Exchange Income Corporation,2009'Q3,184.0,public,CA,North America,,48.0,14.0
IAG,2009'Q3,13525.0,public,EU,Europe,IAG,-20.0,6.0
Air France-KLM,2009'Q3,31150.0,public,EU,Europe,AF/KL,-12.0,4.0
Ryanair,2009'Q3,4000.0,public,EU,Europe,FR,0.0,19.0
easyJet,2009'Q3,4286.0,public,EU,Europe,U2,5.0,5.0
Deutsche Lufthansa,2009'Q3,32400.0,public,EU,Europe,LH,-9.0,10.0
Norwegian Air Shuttle,2009'Q3,1177.0,public,EU,Europe,DY,36.0,7.0
Finnair,2009'Q3,2796.0,public,EU,Europe,AY,-13.0,0.0
Singapore Airlines,2009'Q3,9426.0,public,SG,Asia Pacific,SQ,-13.0,15.0
Qantas Airways,2009'Q3,12752.0,public,AU,Asia Pacific,QF,-12.0,14.0
Japan Airlines,2009'Q3,15972.0,public,JP,Asia Pacific,JL,-22.0,19.0
ANA Holdings,2009'Q3,13429.0,public,JP,Asia Pacific,NH,-7.0,6.0
Korean Air,2009'Q3,8303.0,public,KR,Asia Pacific,KE,-4.0,2.0
Asiana Airlines,2009'Q3,3516.0,public,KR,Asia Pacific,OZ,-4.0,-4.0
Cathay Pacific,2009'Q3,9374.0,public,HK,Asia Pacific,CX,-12.0,11.0
Copa Holdings,2009'Q3,1262.0,public,PA,Latin America,CM,4.0,21.0
Gol Linhas Aereas,2009'Q3,3282.0,public,BR,Latin America,G3,19.0,7.0
LATAM Airlines,2009'Q3,3826.0,public,CL,Latin America,LA,-6.0,20.0
Air China,2009'Q3,7896.0,public,CN,China,CA,4.0,20.0
China Eastern,2009'Q3,6356.0,public,CN,China,MU,5.0,8.0
China Southern,2009'Q3,8301.0,public,CN,China,CZ,3.0,11.0
Hainan Airlines,2009'Q3,2135.0,public,CN,China,HU,13.0,15.0
SpiceJet,2009'Q3,123.0,public,IN,India,SG,100.0,3.0
Kenya Airlines,2009'Q3,969.0,public,KE,Africa,KQ,7.0,11.0
Comair,2009'Q3,384.0,public,ZA,Africa,MN,14.0,8.0
Emirates,2009'Q3,12413.0,private,AE,Middle East,EK,2.0,21.0
Aeroflot,2009'Q3,3675.0,"taken private 2023, war",RU,Russia,SU,-15.0,13.0
Air Arabia,2009'Q3,553.0,public,AE,Middle East,G9,36.0,15.0
Jazeera Airways,2009'Q3,173.0,public,KW,Middle East,J9,5.0,-4.0
American Airlines,2009'Q4,19917.0,public,US,North America,AA,-16.0,1.0
Delta Air Lines,2009'Q4,28063.0,public,US,North America,DL,24.0,6.0
Southwest Airlines,2009'Q4,10350.0,public,US,North America,WN,-6.0,8.0
United Airlines,2009'Q4,16335.0,public,US,North America,UA,-19.0,7.0
Alaska Air,2009'Q4,3400.0,public,US,North America,AS,-7.0,16.0
JetBlue,2009'Q4,3292.0,public,US,North America,B6,-3.0,16.0
Spirit Airlines,2009'Q4,700.0,public,US,North America,NK,-11.0,14.0
Allegiant,2009'Q4,558.0,public,US,North America,G4,11.0,27.0
Hawaiian,2009'Q4,1183.0,public,US,North America,HA,-2.0,14.0
SkyWest,2009'Q4,2614.0,public,US,North America,OO,-25.0,17.0
Air Canada,2009'Q4,9396.0,public,CA,North America,AC,3.0,4.0
WestJet Airlines,2009'Q4,2181.0,public,CA,North America,WS,5.0,15.0
Exchange Income Corporation,2009'Q4,202.0,public,CA,North America,,57.0,14.0
IAG,2009'Q4,12500.0,public,EU,Europe,IAG,-25.0,4.0
Air France-KLM,2009'Q4,29300.0,public,EU,Europe,AF/KL,-20.0,2.0
Ryanair,2009'Q4,4028.0,public,EU,Europe,FR,3.0,21.0
easyJet,2009'Q4,4297.0,public,EU,Europe,U2,1.0,4.0
Deutsche Lufthansa,2009'Q4,31000.0,public,EU,Europe,LH,-15.0,9.0
Norwegian Air Shuttle,2009'Q4,1273.0,public,EU,Europe,DY,43.0,10.0
Finnair,2009'Q4,2669.0,public,EU,Europe,AY,-16.0,-1.0
Singapore Airlines,2009'Q4,9059.0,public,SG,Asia Pacific,SQ,-14.0,15.0
Qantas Airways,2009'Q4,11807.0,public,AU,Asia Pacific,QF,-24.0,11.0
Japan Airlines,2009'Q4,14666.0,public,JP,Asia Pacific,JL,-26.0,24.0
ANA Holdings,2009'Q4,13173.0,public,JP,Asia Pacific,NH,-7.0,5.0
Korean Air,2009'Q4,8296.0,public,KR,Asia Pacific,KE,0.0,2.0
Asiana Airlines,2009'Q4,3511.0,public,KR,Asia Pacific,OZ,-1.0,-5.0
Cathay Pacific,2009'Q4,8775.0,public,HK,Asia Pacific,CX,-21.0,16.0
Copa Holdings,2009'Q4,1253.0,public,PA,Latin America,CM,-3.0,22.0
Gol Linhas Aereas,2009'Q4,3462.0,public,BR,Latin America,G3,26.0,9.0
Air China,2009'Q4,7925.0,public,CN,China,CA,2.0,24.0
China Eastern,2009'Q4,6452.0,public,CN,China,MU,6.0,16.0
China Southern,2009'Q4,8319.0,public,CN,China,CZ,1.0,13.0
Hainan Airlines,2009'Q4,2204.0,public,CN,China,HU,14.0,17.0
Kenya Airlines,2009'Q4,994.0,public,KE,Africa,KQ,11.0,12.0
Comair,2009'Q4,397.0,public,ZA,Africa,MN,15.0,8.0
Emirates,2009'Q4,12390.0,private,AE,Middle East,EK,-1.0,23.0
Aeroflot,2009'Q4,3355.0,"taken private 2023, war",RU,Russia,SU,-28.0,13.0
Air Arabia,2009'Q4,549.0,public,AE,Middle East,G9,-2.0,15.0
Jazeera Airways,2009'Q4,170.0,public,KW,Middle East,J9,-7.0,-11.0
American Airlines,2010'Q1,20480.0,public,US,North America,AA,-9.0,3.0
Delta Air Lines,2010'Q1,28986.0,public,US,North America,DL,21.0,8.0
Southwest Airlines,2010'Q1,10789.0,public,US,North America,WN,0.0,10.0
United Airlines,2010'Q1,18083.0,public,US,North America,UA,-4.0,8.0
Alaska Air,2010'Q1,3508.0,public,US,North America,AS,-2.0,16.0
JetBlue,2010'Q1,3414.0,public,US,North America,B6,1.0,16.0
Spirit Airlines,2010'Q1,720.0,public,US,North America,NK,-5.0,13.0
Allegiant,2010'Q1,584.0,public,US,North America,G4,13.0,26.0
Hawaiian,2010'Q1,1215.0,public,US,North America,HA,1.0,13.0
SkyWest,2010'Q1,2651.0,public,US,North America,OO,-17.0,16.0
Air Canada,2010'Q1,9741.0,public,CA,North America,AC,6.0,6.0
WestJet Airlines,2010'Q1,2287.0,public,CA,North America,WS,8.0,15.0
Exchange Income Corporation,2010'Q1,212.0,public,CA,North America,,48.0,15.0
IAG,2010'Q1,14321.0,public,EU,Europe,IAG,-4.0,5.0
Air France-KLM,2010'Q1,29725.0,public,EU,Europe,AF/KL,-14.0,4.0
Ryanair,2010'Q1,4310.0,public,EU,Europe,FR,9.0,21.0
easyJet,2010'Q1,4406.0,public,EU,Europe,U2,3.0,5.0
Deutsche Lufthansa,2010'Q1,32325.0,public,EU,Europe,LH,-7.0,10.0
Norwegian Air Shuttle,2010'Q1,1323.0,public,EU,Europe,DY,36.0,8.0
Finnair,2010'Q1,2683.0,public,EU,Europe,AY,-12.0,0.0
Singapore Airlines,2010'Q1,9672.0,public,SG,Asia Pacific,SQ,-4.0,17.0
Qantas Airways,2010'Q1,11790.0,public,AU,Asia Pacific,QF,-18.0,11.0
Japan Airlines,2010'Q1,11000.0,public,JP,Asia Pacific,JL,-26.0,24.0
ANA Holdings,2010'Q1,13963.0,public,JP,Asia Pacific,NH,1.0,7.0
Korean Air,2010'Q1,8826.0,public,KR,Asia Pacific,KE,6.0,4.0
Asiana Airlines,2010'Q1,3817.0,public,KR,Asia Pacific,OZ,8.0,-1.0
Cathay Pacific,2010'Q1,9555.0,public,HK,Asia Pacific,CX,-7.0,17.0
Copa Holdings,2010'Q1,1294.0,public,PA,Latin America,CM,1.0,22.0
Gol Linhas Aereas,2010'Q1,3631.0,public,BR,Latin America,G3,25.0,10.0
Air China,2010'Q1,9126.0,public,CN,China,CA,16.0,24.0
China Eastern,2010'Q1,7681.0,public,CN,China,MU,24.0,16.0
China Southern,2010'Q1,9186.0,public,CN,China,CZ,11.0,15.0
Hainan Airlines,2010'Q1,2449.0,public,CN,China,HU,22.0,20.0
Kenya Airlines,2010'Q1,1004.0,public,KE,Africa,KQ,9.0,12.0
Comair,2010'Q1,396.0,public,ZA,Africa,MN,11.0,8.0
Emirates,2010'Q1,13193.0,private,AE,Middle East,EK,6.0,23.0
Aeroflot,2010'Q1,3614.0,"taken private 2023, war",RU,Russia,SU,-13.0,14.0
Air Arabia,2010'Q1,554.0,public,AE,Middle East,G9,-1.0,14.0
Jazeera Airways,2010'Q1,166.0,public,KW,Middle East,J9,-7.0,-4.0
American Airlines,2010'Q2,21044.0,public,US,North America,AA,-2.0,4.0
Delta Air Lines,2010'Q2,29909.0,public,US,North America,DL,18.0,10.0
Southwest Airlines,2010'Q2,11227.0,public,US,North America,WN,5.0,11.0
United Airlines,2010'Q2,19830.0,public,US,North America,UA,12.0,9.0
Alaska Air,2010'Q2,3616.0,public,US,North America,AS,3.0,17.0
JetBlue,2010'Q2,3536.0,public,US,North America,B6,6.0,15.0
Spirit Airlines,2010'Q2,741.0,public,US,North America,NK,0.0,12.0
Allegiant,2010'Q2,611.0,public,US,North America,G4,15.0,24.0
Hawaiian,2010'Q2,1247.0,public,US,North America,HA,4.0,13.0
SkyWest,2010'Q2,2689.0,public,US,North America,OO,-10.0,16.0
Air Canada,2010'Q2,10086.0,public,CA,North America,AC,9.0,7.0
WestJet Airlines,2010'Q2,2393.0,public,CA,North America,WS,12.0,15.0
Exchange Income Corporation,2010'Q2,223.0,public,CA,North America,,39.0,16.0
IAG,2010'Q2,16142.0,public,EU,Europe,IAG,17.0,6.0
Air France-KLM,2010'Q2,30150.0,public,EU,Europe,AF/KL,-7.0,6.0
Ryanair,2010'Q2,4592.0,public,EU,Europe,FR,15.0,21.0
easyJet,2010'Q2,4514.0,public,EU,Europe,U2,6.0,6.0
Deutsche Lufthansa,2010'Q2,33650.0,public,EU,Europe,LH,1.0,10.0
Norwegian Air Shuttle,2010'Q2,1373.0,public,EU,Europe,DY,29.0,7.0
Finnair,2010'Q2,2696.0,public,EU,Europe,AY,-7.0,2.0
Singapore Airlines,2010'Q2,10285.0,public,SG,Asia Pacific,SQ,7.0,18.0
Qantas Airways,2010'Q2,11773.0,public,AU,Asia Pacific,QF,-12.0,11.0
Japan Airlines,2010'Q2,7333.0,public,JP,Asia Pacific,JL,-26.0,24.0
ANA Holdings,2010'Q2,14753.0,public,JP,Asia Pacific,NH,8.0,9.0
Korean Air,2010'Q2,9357.0,public,KR,Asia Pacific,KE,13.0,6.0
Asiana Airlines,2010'Q2,4123.0,public,KR,Asia Pacific,OZ,17.0,4.0
Cathay Pacific,2010'Q2,10335.0,public,HK,Asia Pacific,CX,7.0,19.0
Copa Holdings,2010'Q2,1334.0,public,PA,Latin America,CM,5.0,23.0
Gol Linhas Aereas,2010'Q2,3801.0,public,BR,Latin America,G3,23.0,12.0
Air China,2010'Q2,10326.0,public,CN,China,CA,31.0,25.0
China Eastern,2010'Q2,8910.0,public,CN,China,MU,41.0,17.0
China Southern,2010'Q2,10054.0,public,CN,China,CZ,21.0,16.0
Hainan Airlines,2010'Q2,2694.0,public,CN,China,HU,29.0,24.0
Kenya Airlines,2010'Q2,1014.0,public,KE,Africa,KQ,8.0,12.0
Comair,2010'Q2,395.0,public,ZA,Africa,MN,7.0,8.0
Emirates,2010'Q2,13997.0,private,AE,Middle East,EK,13.0,23.0
Aeroflot,2010'Q2,3872.0,"taken private 2023, war",RU,Russia,SU,2.0,15.0
Air Arabia,2010'Q2,559.0,public,AE,Middle East,G9,0.0,13.0
Jazeera Airways,2010'Q2,163.0,public,KW,Middle East,J9,-8.0,3.0
American Airlines,2010'Q3,21607.0,public,US,North America,AA,4.0,5.0
Delta Air Lines,2010'Q3,30832.0,public,US,North America,DL,16.0,11.0
Southwest Airlines,2010'Q3,11666.0,public,US,North America,WN,11.0,12.0
United Airlines,2010'Q3,21578.0,public,US,North America,UA,27.0,10.0
Alaska Air,2010'Q3,3724.0,public,US,North America,AS,8.0,18.0
JetBlue,2010'Q3,3657.0,public,US,North America,B6,10.0,15.0
Spirit Airlines,2010'Q3,761.0,public,US,North America,NK,6.0,11.0
Allegiant,2010'Q3,637.0,public,US,North America,G4,17.0,23.0
Hawaiian,2010'Q3,1278.0,public,US,North America,HA,7.0,13.0
SkyWest,2010'Q3,2727.0,public,US,North America,OO,-2.0,16.0
Air Canada,2010'Q3,10430.0,public,CA,North America,AC,12.0,8.0
WestJet Airlines,2010'Q3,2499.0,public,CA,North America,WS,16.0,14.0
Exchange Income Corporation,2010'Q3,234.0,public,CA,North America,,30.0,17.0
IAG,2010'Q3,17963.0,public,EU,Europe,IAG,38.0,7.0
Air France-KLM,2010'Q3,30575.0,public,EU,Europe,AF/KL,-1.0,8.0
Ryanair,2010'Q3,4874.0,public,EU,Europe,FR,22.0,21.0
easyJet,2010'Q3,4623.0,public,EU,Europe,U2,8.0,7.0
Deutsche Lufthansa,2010'Q3,34975.0,public,EU,Europe,LH,9.0,11.0
Norwegian Air Shuttle,2010'Q3,1422.0,public,EU,Europe,DY,23.0,6.0
Finnair,2010'Q3,2710.0,public,EU,Europe,AY,-2.0,3.0
Singapore Airlines,2010'Q3,10899.0,public,SG,Asia Pacific,SQ,17.0,20.0
Qantas Airways,2010'Q3,11755.0,public,AU,Asia Pacific,QF,-7.0,11.0
ANA Holdings,2010'Q3,15542.0,public,JP,Asia Pacific,NH,16.0,11.0
Korean Air,2010'Q3,9887.0,public,KR,Asia Pacific,KE,19.0,8.0
Asiana Airlines,2010'Q3,4429.0,public,KR,Asia Pacific,OZ,26.0,8.0
Cathay Pacific,2010'Q3,11115.0,public,HK,Asia Pacific,CX,21.0,20.0
Copa Holdings,2010'Q3,1374.0,public,PA,Latin America,CM,9.0,24.0
Gol Linhas Aereas,2010'Q3,3970.0,public,BR,Latin America,G3,21.0,13.0
Air China,2010'Q3,11526.0,public,CN,China,CA,46.0,25.0
China Eastern,2010'Q3,10139.0,public,CN,China,MU,59.0,17.0
China Southern,2010'Q3,10921.0,public,CN,China,CZ,31.0,17.0
Hainan Airlines,2010'Q3,2938.0,public,CN,China,HU,37.0,27.0
Kenya Airlines,2010'Q3,1024.0,public,KE,Africa,KQ,6.0,12.0
Comair,2010'Q3,395.0,public,ZA,Africa,MN,3.0,9.0
Emirates,2010'Q3,14800.0,private,AE,Middle East,EK,19.0,23.0
Aeroflot,2010'Q3,4130.0,"taken private 2023, war",RU,Russia,SU,16.0,16.0
Air Arabia,2010'Q3,563.0,public,AE,Middle East,G9,2.0,11.0
Jazeera Airways,2010'Q3,159.0,public,KW,Middle East,J9,-8.0,10.0
American Airlines,2010'Q4,22170.0,public,US,North America,AA,11.0,6.0
Delta Air Lines,2010'Q4,31755.0,public,US,North America,DL,13.0,13.0
Southwest Airlines,2010'Q4,12104.0,public,US,North America,WN,17.0,13.0
United Airlines,2010'Q4,23325.0,public,US,North America,UA,43.0,12.0
Alaska Air,2010'Q4,3832.0,public,US,North America,AS,13.0,19.0
JetBlue,2010'Q4,3779.0,public,US,North America,B6,15.0,15.0
Spirit Airlines,2010'Q4,781.0,public,US,North America,NK,12.0,9.0
Allegiant,2010'Q4,664.0,public,US,North America,G4,19.0,21.0
